"indicator","area_name","area_code","area_type","year","period","numerator","measure","lower_confidence_interval","upper_confidence_interval","definition","data_source"
"Life expectancy, males","Glenrothes Balfarg Pitcairn & Coul","S02001810","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,78.68,75.13,82.24,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Markinch & Star","S02001811","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,78.17,75.9,80.44,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Windygates & Coaltown","S02001812","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,80.19,78.12,82.26,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Buckhaven, Denbeath & Muiredge","S02001813","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,73.79,71.08,76.51,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Methil Methilhill","S02001814","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,75.66,72.99,78.32,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Methil West","S02001815","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,69.62,66.19,73.05,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Methil East","S02001816","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,72.32,69.59,75.06,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Leven East","S02001817","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,69.19,65.44,72.93,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Leven West","S02001818","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,76.52,73.71,79.33,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Leven North","S02001819","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,77.38,74.56,80.2,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Largo","S02001820","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,82.02,80.22,83.81,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Kennoway & Bonnybank","S02001821","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,75.83,73.25,78.41,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Kettle & Ladybank","S02001822","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,80.78,78.34,83.23,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Falkland & Freuchie","S02001823","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,81.81,79.93,83.69,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Auchtermuchty & Gateside","S02001824","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,79.43,77.24,81.62,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Newburgh","S02001825","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,77.26,73.33,81.2,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Cupar West & Springfield","S02001826","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,79.03,76.7,81.35,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Cupar Central","S02001827","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,75.6,72.25,78.95,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Cupar East","S02001828","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,80.56,78.7,82.42,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Dairsie Ceres & Dunino","S02001829","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,84.47,81.45,87.5,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Elie Colinsburgh & Largoward","S02001830","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,81.31,78.51,84.11,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","St Monans & Pittenweem","S02001831","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,73.47,69.45,77.5,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Anstruther","S02001832","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,78.42,75.8,81.04,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Crail & Boarhills","S02001833","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,80.95,78.45,83.45,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","St Andrews South East","S02001834","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,76.05,72.82,79.28,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","St Andrews Central","S02001835","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,80.04,76.7,83.39,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","St Andrews South West","S02001836","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,85.88,84.28,87.49,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","St Andrews North & Strathkinness","S02001837","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,83.12,80.99,85.26,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Leuchars & Guardbridge","S02001838","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,80.71,77.65,83.76,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Balmullo & Gauldry","S02001839","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,82.11,80.08,84.14,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Tayport","S02001840","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,76.85,74.07,79.64,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Newport & Wormit","S02001841","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,80.43,78.16,82.7,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Darnley East","S02001842","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,76.42,74.23,78.61,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Darnley North","S02001843","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,72.8,70.49,75.11,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Darnley West","S02001844","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,75.68,73.32,78.04,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Nitshill","S02001845","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,69.59,66.95,72.22,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Crookston South","S02001846","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,71.65,68.57,74.73,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Crookston North","S02001847","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,76.34,73.64,79.04,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Pollok South & West","S02001848","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,81.52,79.18,83.85,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Pollok North & East","S02001849","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,72.32,69.81,74.82,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Cardonald South & East","S02001850","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,72.37,69.11,75.62,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Cardonald North","S02001851","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,72.55,69.82,75.28,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Cardonald West & Central","S02001852","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,77.81,75.52,80.09,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Penilee","S02001853","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,72.06,69.75,74.37,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Hillington","S02001854","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,75.7,72.78,78.61,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Drumoyne & Shieldhall","S02001855","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,64.63,61.87,67.39,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Govan & Linthouse","S02001856","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,68.44,66.21,70.66,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Craigton","S02001857","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,72.76,69.61,75.92,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Mosspark","S02001858","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,75.8,73.16,78.44,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Ibrox","S02001859","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,66.44,63.39,69.48,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Ibrox East & Cessnock","S02001860","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,69.78,66.88,72.68,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Kinning Park & Festival Park","S02001861","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,71.88,69.88,73.87,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Kingston West & Dumbreck","S02001862","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,76.96,74.34,79.57,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Pollokshields West","S02001863","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,82.93,80.04,85.83,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Pollokshields East","S02001864","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,75.69,72.82,78.55,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Govanhill West","S02001865","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,74.31,71.59,77.03,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Govanhill East & Aikenhead","S02001866","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,71.86,69.12,74.59,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Battlefield","S02001867","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,74.42,72,76.84,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Strathbungo","S02001868","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,75.45,73.28,77.62,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Maxwell Park","S02001869","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,80.24,78.27,82.21,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Shawlands West","S02001870","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,77.09,73.64,80.53,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Shawlands East","S02001871","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,78.13,75.24,81.01,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Langside","S02001872","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,79.82,77.69,81.95,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Pollokshaws","S02001873","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,72.46,69.86,75.06,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Carnwadric West","S02001874","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,70.56,67.44,73.68,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Carnwadric East","S02001875","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,74.23,70.33,78.13,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Newlands","S02001876","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,79.14,77.09,81.18,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Merrylee & Millbrae","S02001877","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,81.32,78.93,83.71,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Muirend & Old Cathcart","S02001878","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,80.21,78.17,82.24,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Carmunnock North","S02001879","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,81.58,79.6,83.56,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Carmunnock South","S02001880","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,79.61,76.76,82.45,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Glenwood South","S02001881","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,71.54,68.76,74.32,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Glenwood North","S02001882","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,63.69,61.2,66.18,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Castlemilk","S02001883","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,71.31,68.52,74.09,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Kingspark South","S02001884","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,79.03,76.31,81.75,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Kingspark North","S02001885","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,79.72,77.5,81.93,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Cathcart","S02001886","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,77.68,75.76,79.6,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Mount Florida","S02001887","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,74.48,72.18,76.78,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, males","Toryglen & Oatlands","S02001888","Intermediate zone",2017,"2015 to 2019 (5 year aggregate)",NA,72.11,69.9,74.31,"Years","Public Health Scotland/National Records of Scotland (NRS)"
